Report Type : StationReport,,,,,,,,,,,,,,,,
Date,Time,Trace SO2,Trace NO,Trace NOy,Trace NOy-NO,WAQA_CO,O3,RTEMP,Wind Spd S,Wind Dir S,Temp Amb,Amb Press,Rain,RH,BAM_PM25,NO2_CAPS
,,ppb,ppb,ppb,ppb,ppm,ppm,DegF,MPH,Deg,DegF,mb,mm,%,ug/m^3,ppb
9/17/10,12:00 AM,0.85,29.6,46,16.3,,0,74,3.2,331.5,,999,,,,
9/18/10,12:00 AM,2.3,7.4,22.1,14.6,,0.011,73,2.9,162.1,,998,,86,,
9/19/10,12:00 AM,0.3,0.8,7.2,6.3,,0.016,73,3.2,191.6,,995,,86,,
9/20/10,12:00 AM,0.34,0.8,8.3,7.4,,0.02,74,4.7,189.3,,998,,80,,
9/21/10,12:00 AM,,,,,,0.009,74,4.1,325.9,,1000,,78,,
9/22/10,12:00 AM,0.99,,,,,0.012,75,3,331,,998,,75,,
9/23/10,12:00 AM,0.6,,,,,0.013,76,3,177,,1002,,82,,
9/24/10,12:00 AM,0.61,,,,,0.008,69,2.4,170.4,,,,76,,
9/25/10,12:00 AM,0.63,,,,,0.015,65,3.8,190.5,,,,66,,
9/26/10,12:00 AM,0.33,,,,,0.006,65,2.9,161.5,,,,90,,
9/27/10,12:00 AM,0.51,,,,,0.003,64,3,182.9,,,,88,,
9/28/10,12:00 AM,0.42,,,,,0.018,65,3.2,35.9,61.5,,,82,,
9/29/10,12:00 AM,0.47,,,,,0.011,66,3.7,18.2,56,1005,,84,,
9/30/10,12:00 AM,0.82,,,,,0.006,65,3.7,6.5,58.2,998,,80,,
10/1/10,12:00 AM,0.81,,,,,0.012,65,2.7,196.6,58.8,1003,,82,,
10/2/10,12:00 AM,3.67,7.4,27.8,20.3,,0.012,65,3,304,58,1003,,78,,
10/3/10,12:00 AM,1.7,4.9,20,15.1,,0.011,65,1.5,224.7,56.2,1001,,81,,
10/4/10,12:00 AM,1.01,4,17.6,13.5,,0.018,66,2.8,209.2,53.9,1007,,75,,
10/5/10,12:00 AM,1.07,4,16.6,12.5,,0.016,66,3.9,0.1,53,1014,,78,,
10/6/10,12:00 AM,1.5,16.3,33.8,17.4,,0.005,68,3.4,345.5,54.2,1004,,80,,
10/7/10,12:00 AM,0.69,8.3,21.6,13.3,,0.014,70,3.6,177.1,56.1,1002,,80,,
10/8/10,12:00 AM,0.57,6.3,22.9,16.5,,0.012,71,2.2,162.5,59.2,1005,,72,,
10/9/10,12:00 AM,0.27,4.5,15.8,11.2,,0.007,71,2.2,152.1,58.9,1005,,94,,
10/10/10,12:00 AM,0.31,0.4,5.3,4.8,,0.025,71,3,114.7,55.1,1010,,88,,
10/11/10,12:00 AM,0.39,3.9,13.5,9.5,,0.016,72,2.7,171.1,52.2,1016,,76,,
10/12/10,12:00 AM,2.47,32.5,52.4,19.7,,0.002,71,2.4,328.6,52.6,1013,,75,,
10/13/10,12:00 AM,1.75,28.5,48.9,20.4,,0.002,71,3.1,2.4,55.1,1006,,74,,
10/14/10,12:00 AM,0.8,14.1,28.9,14.7,,0.011,71,3.4,150.1,52.3,1006,,80,,
10/15/10,12:00 AM,0.48,2.9,12.7,9.6,,0.021,71,3.7,50.4,49.5,1012,,70,,
10/16/10,12:00 AM,0.82,2.7,15.1,12.2,,0.012,71,3.3,23.4,47.8,1008,,77,,
10/17/10,12:00 AM,3.33,6.8,20.6,13.7,,0.005,73,2.5,22.4,46.9,1010,,83,,
10/18/10,12:00 AM,5.3,42.3,63.1,20.7,,0.001,71,1.7,329.5,48.7,1011,,80,,
10/19/10,12:00 AM,1.68,38.8,60.4,21.5,,0.002,71,2,356.7,51.5,1007,,80,,
10/20/10,12:00 AM,1.65,25.6,45.5,19.8,,0.004,71,2.1,6.4,52.4,999,,80,,
10/21/10,12:00 AM,0.58,19.5,34.9,15.3,,0.008,76,3.2,152.9,52,999,,85,,
10/22/10,12:00 AM,0.64,7.6,25.5,17.8,,0.011,81,2.9,171.8,54.1,1000,,79,,
10/23/10,12:00 AM,0.47,6.5,17,10.3,,0.01,82,3.2,137.5,52.9,993,,86,,
10/24/10,12:00 AM,0.3,0.3,5.7,5.3,,0.029,81,5.4,167.1,49.7,983,,87,,
10/25/10,12:00 AM,0.31,0.5,7.1,6.5,,0.027,79,6.8,188,48.2,993,,85,,
10/26/10,12:00 AM,0.37,1.1,10.5,9.3,,0.018,77,5.5,155.8,45.7,1001,,88,,
10/27/10,12:00 AM,,,,,,0.015,80,3.2,118.5,52.5,1006,,74,,
10/28/10,12:00 AM,0.42,5.1,18.1,12.8,,0.013,81,3.6,140.4,53,1003,,73,,
10/29/10,12:00 AM,0.57,9.8,24.7,14.8,,0.009,82,2.6,158.3,52.1,1004,,80,,
10/30/10,12:00 AM,0.81,21.8,37.6,15.7,,0.002,81,2.5,139.1,47.3,997,,94,,
10/31/10,12:00 AM,0.44,0.6,8.1,7.3,,0.027,81,4.1,171.2,51.6,1004,,75,,
11/1/10,12:00 AM,0.32,2.9,15.2,12.2,,0.021,81,4.4,175.4,53.6,1008,,89,,
11/2/10,12:00 AM,0.83,6.6,22.5,15.8,,0.016,81,3.4,32.6,55.4,1020,,80,,
11/3/10,12:00 AM,1.54,28.8,47.3,18.4,,0.01,81,3.6,318.6,58.2,1010,,57,,
11/4/10,12:00 AM,1.16,12.7,34.6,21.8,,0.007,81,2.5,169.5,59.6,1005,,58,,
11/5/10,12:00 AM,0.43,1.3,14.4,13,,0.017,81,3,48.3,50.9,1000,,91,,
11/6/10,12:00 AM,0.4,6.2,20,13.7,,0.008,82,3,144.1,50.8,996,,95,,
11/7/10,12:00 AM,0.37,0.4,7.5,7,,0.028,81,4.5,183.4,50.4,999,,80,,
11/8/10,12:00 AM,0.53,1.3,14,12.6,,0.018,80,3.5,183.9,45.7,1006,,79,,
11/9/10,12:00 AM,0.66,9.4,24.1,14.6,,0.013,79,3.5,144.4,43.6,998,,81,,
11/10/10,12:00 AM,0.71,12.3,29.4,17.1,,0.005,81,3.3,26.5,44.7,1009,,83,,
11/11/10,12:00 AM,0.8,14.1,29.4,15.2,,0.004,77,3.6,159,44.4,1014,,86,,
11/12/10,12:00 AM,0.82,13.1,33.8,19.9,,0.007,79,2.6,179.9,45.6,1025,,82,,
11/13/10,12:00 AM,0.56,2.5,15.9,13.3,,0.011,80,3,139.2,45.7,1019,,87,,
11/14/10,12:00 AM,0.45,9.1,19.7,10.5,,0.005,81,1.8,115.3,49.8,1013,,97,,
11/15/10,12:00 AM,0.35,0.7,8,7.3,,0.019,81,7.5,186.9,52.3,1006,,90,,
11/16/10,12:00 AM,0.44,0.6,7.4,6.7,,0.027,79,4.7,193.7,49.5,1006,,74,,
11/17/10,12:00 AM,0.4,1.1,14.8,13.6,,0.022,79,6,179.5,44.9,996,,81,,
11/18/10,12:00 AM,0.51,1.9,14.6,12.7,,0.021,73,4.7,179.2,41.2,999,,85,,
11/19/10,12:00 AM,0.51,3,15.3,12.2,,0.016,73,3.6,129.5,42.9,995,,79,,
11/20/10,12:00 AM,0.63,1.5,11.7,10.1,,0.017,71,6.1,16.7,39.1,994,,69,,
11/21/10,12:00 AM,0.53,0.7,7.6,6.8,,0.022,68,5.9,19.9,34.4,994,,67,,
11/22/10,12:00 AM,0.48,1.4,13.5,12,,0.02,68,8.9,359.9,27.6,993,,79,,
11/23/10,12:00 AM,0.95,1.6,11.1,9.4,,0.022,66,9.1,8.1,21.8,1006,,54,,
11/24/10,12:00 AM,1.12,4.9,27.1,22.1,,0.01,66,2.7,130.9,23.9,1014,,62,,
11/25/10,12:00 AM,0.99,3.7,22.7,18.9,,0.009,67,3.1,158.4,34.7,1010,,84,,
11/26/10,12:00 AM,0.56,2.2,13.9,11.5,,0.017,69,4.6,166.7,42.6,999,,87,,
11/27/10,12:00 AM,0.63,7.5,24.5,16.9,,0.011,68,3.3,153.8,38.5,997,,92,,
11/28/10,12:00 AM,0.61,2.5,16,13.4,,0.014,71,2.6,172.6,38.3,1007,,90,,
11/29/10,12:00 AM,0.75,9.5,26.1,16.5,,0.01,68,3.7,147.7,40,1013,,81,,
11/30/10,12:00 AM,0.44,3.8,17.6,13.7,,0.014,68,4.3,142.4,43,1004,,94,,
12/1/10,12:00 AM,0.74,12.3,32.8,20.4,,0.01,71,2.2,173.9,43.5,1007,,89,,
12/2/10,12:00 AM,0.82,20.6,44.5,23.8,,0.002,69,2.7,170.5,41.4,1006,,90,,
12/3/10,12:00 AM,0.65,5.1,22.4,17.1,,0.007,73,3.2,64.1,,1012,,,,
12/4/10,12:00 AM,0.88,5.4,21.8,16.3,,0.013,77,4.2,15.5,,1010,,,,
12/5/10,12:00 AM,5.54,32.9,63,30,,0.004,76,2.6,322.6,,1006,,,,
12/6/10,12:00 AM,3.22,55.1,85.6,30.4,,0,76,2.5,209.7,,1006,,,,
12/7/10,12:00 AM,0.62,10.3,23.9,13.5,,0.018,77,4.8,133.8,,1004,,,,
12/8/10,12:00 AM,0.42,0.9,11.6,10.6,,0.024,77,6.7,171.5,,998,,,,
12/9/10,12:00 AM,0.4,1.4,15.7,14.2,,,78,5.6,178.4,,998,,,,
12/10/10,12:00 AM,0.66,,,,,0.018,80,5,188.5,,1006,,,,
12/11/10,12:00 AM,0.83,14.4,33.4,18.9,,0.007,75,2.7,121.8,,1006,,92,,
12/12/10,12:00 AM,0.3,0.1,4.3,4.1,,0.02,80,6.7,194.5,,1001,,97,,
12/13/10,12:00 AM,0.36,2.8,17,14.1,,0.018,81,3.9,168.6,,998,,93,,
12/14/10,12:00 AM,0.35,0.8,9.6,8.7,,0.03,76,6.8,189.7,,990,,88,,
12/15/10,12:00 AM,0.55,1.2,12.6,11.2,,0.023,76,4.7,165.3,,1000,,84,,
12/16/10,12:00 AM,0.41,2.9,13.4,10.4,,0.019,79,3.7,117.2,,1002,,76,,
12/17/10,12:00 AM,0.4,1.5,8.9,7.3,,0.028,75,3.9,108.6,,997,,48,,
12/18/10,12:00 AM,0.36,0.7,7,6.2,,0.029,75,6.5,127.2,,987,,62,,
12/19/10,12:00 AM,0.42,0.8,8.5,7.7,,0.026,76,3.1,106.1,,984,,69,,
12/20/10,12:00 AM,0.35,0.4,7.2,6.6,,0.025,76,5.2,117.5,,985,,71,,
12/21/10,12:00 AM,0.52,3.7,12.8,9,,0.026,77,4.4,126.2,,992,,59,,
12/22/10,12:00 AM,0.81,6.5,24.2,17.6,,0.015,81,3.9,163.3,,996,,70,,
12/23/10,12:00 AM,0.41,3.6,15.4,11.6,,0.02,76,5,125.1,,1001,,74,,
12/24/10,12:00 AM,0.34,0.2,4.2,3.9,,0.029,76,7.3,137.5,,1000,,69,,
12/25/10,12:00 AM,0.74,4.7,16.6,11.8,,0.018,77,4.5,181.7,,991,,85,,
12/26/10,12:00 AM,0.42,0.3,6,5.7,,0.028,76,6,169.9,,996,,87,,
12/27/10,12:00 AM,0.47,2.6,13.8,11.1,,0.025,75,5.3,159.5,,1004,,91,,
12/28/10,12:00 AM,0.51,1.2,13.5,12.2,,0.023,79,5.3,313.8,,991,,82,,
12/29/10,12:00 AM,0.74,1.7,14.5,12.7,,0.022,75,7.6,331.8,,990,,72,,
12/30/10,12:00 AM,0.63,3.1,19.2,16,,0.018,74,4.7,23.1,,1005,,65,,
12/31/10,12:00 AM,0.72,10.2,32.2,21.9,,0.01,72,1.8,86.8,,1006,,74,,
1/1/11,12:00 AM,1.11,6.1,28.9,22.7,,0.012,72,2.3,60.2,,1008,,66,,
1/2/11,12:00 AM,0.71,2.4,18.9,16.5,,0.014,73,3,44.8,,1010,,72,,
1/3/11,12:00 AM,1.36,25.4,52.1,26.6,,0.004,76,2.6,55,,1011,,79,,
1/4/11,12:00 AM,1.44,32.7,62,29.2,,0.001,75,2.7,145.6,,1012,,80,,
1/5/11,12:00 AM,1.03,18.5,45.3,26.7,,0.002,75,3.1,166.4,,1012,,94,,
1/6/11,12:00 AM,0.57,1.8,18.8,16.9,,0.014,77,5.2,179,,1011,,95,,
1/7/11,12:00 AM,0.39,0.7,10.8,10,,0.021,76,5.2,168.7,,1005,,96,,
1/8/11,12:00 AM,0.54,1.6,15.2,13.6,,0.017,75,3.1,158.6,,1006,,90,,
1/9/11,12:00 AM,0.69,1.1,12.8,11.7,,0.017,77,3.2,299.7,,1008,,90,,
1/10/11,12:00 AM,0.48,0.8,9.3,8.3,,0.022,75,4,112,,1014,,66,,
1/11/11,12:00 AM,1.63,18.3,33.9,15.5,,0.022,75,3.1,129.5,,1007,,57,,
1/12/11,12:00 AM,0.39,1.2,10.8,9.5,,0.025,75,7.1,161.9,,1000,,94,,
1/13/11,12:00 AM,0.32,0.9,11.4,10.4,,0.023,78,6,182.9,,1001,,97,,
1/14/11,12:00 AM,0.32,0.8,8.5,7.6,,0.027,79,7,203,,1009,,89,,
1/15/11,12:00 AM,0.48,2,13.4,11.3,,0.015,84,4.3,169.2,,1007,,94,,
1/16/11,12:00 AM,0.26,0.1,2.4,2.2,,0.027,82,9.5,210.8,,996,,92,,
1/17/11,12:00 AM,0.26,0.3,4.2,3.8,,0.031,79,8,202.4,,1008,,83,,
1/18/11,12:00 AM,0.52,0.9,14,13,,0.023,75,3.4,139.6,,1011,,87,,
1/19/11,12:00 AM,2.21,17.8,41.1,23.2,,0.007,75,2.5,349.6,,1019,,80,,
1/20/11,12:00 AM,0.87,11.4,32.5,21,,0.003,75,3.8,145.4,,1015,,87,,
1/21/11,12:00 AM,0.46,2.2,15.1,12.8,,0.012,79,4.8,161.8,,1009,,96,,
1/22/11,12:00 AM,0.99,5.4,23,17.5,,0.016,77,2.3,140.6,,1015,,89,,
1/23/11,12:00 AM,0.7,6.3,22.9,16.5,,0.009,77,2.3,165.1,,1012,,90,,
1/24/11,12:00 AM,0.58,10.4,27.5,17.1,,0.006,76,4.2,172.9,,1009,,96,,
1/25/11,12:00 AM,0.66,7.9,24.4,16.5,,0.012,78,3.1,191.9,,1015,,89,,
1/26/11,12:00 AM,2.64,63.3,86,22.5,,0,78,2.5,262.5,,1013,,90,,
1/27/11,12:00 AM,1.53,86,107.8,21.7,,0,80,2.4,144.7,,1009,,91,,
1/28/11,12:00 AM,0.81,7.9,24.7,16.7,,0.011,77,4.8,168.9,,1002,,89,,
1/29/11,12:00 AM,0.67,1.4,11.8,10.4,,0.02,78,4.7,196.3,,1002,,96,,
1/30/11,12:00 AM,0.6,0.5,8.3,7.7,,0.027,75,5.5,9.8,,1009,,65,,
1/31/11,12:00 AM,0.65,3.8,20.8,16.8,,0.012,,,,,,,,,
2/1/11,12:00 AM,1.62,12.4,38.1,25.7,,0.008,76,2.9,51.1,,1022,,51,,
2/2/11,12:00 AM,2.21,38.2,70.8,32.6,,0.004,79,2.3,65.9,,1020,,57,,
2/3/11,12:00 AM,1.01,5.8,24.8,18.9,,0.01,77,5.2,165.3,,1020,,62,,
2/4/11,12:00 AM,0.47,0.6,9.3,8.5,,0.021,77,6.1,186.8,,1017,,89,,
2/5/11,12:00 AM,0.46,2.1,12.5,10.3,,0.021,77,2.6,126.8,,1019,,97,,
2/6/11,12:00 AM,0.37,0.3,5.6,5.2,,0.022,76,6,168,,1013,,95,,
2/7/11,12:00 AM,0.51,1.5,15.1,13.5,,0.024,76,3.1,176.4,,1011,,85,,
2/8/11,12:00 AM,0.74,1.5,15.4,13.8,,0.019,78,4.5,7.8,,1018,,72,,
2/9/11,12:00 AM,1.83,14.2,38.3,24,,0.005,75,2.9,45.6,,1021,,74,,
2/10/11,12:00 AM,1.66,,,,,0.002,76,2.8,24.2,,1015,,79,,
2/11/11,12:00 AM,1.32,,,,,0,74,3,137.4,,1007,,80,,
2/12/11,12:00 AM,0.57,5.4,15.9,10.4,,0.022,76,7.4,175.9,,999,,78,,
2/13/11,12:00 AM,2.68,3.5,15.5,11.8,,0.026,78,4.3,176.5,,1003,,80,,
2/14/11,12:00 AM,0.4,2.1,15,12.8,,0.026,79,5.5,159.5,,989,,89,,
2/15/11,12:00 AM,0.49,8.6,25.6,16.9,,0.018,75,3.4,155.1,,989,,90,,
2/16/11,12:00 AM,0.62,2.2,14.6,12.3,,0.025,75,4.9,180.2,,988,,81,,
2/17/11,12:00 AM,0.45,1.6,12.6,10.9,,0.024,76,4,194.7,,994,,85,,
2/18/11,12:00 AM,0.96,13.2,34.6,21.3,,0.009,74,4.1,60.1,,999,,77,,
2/19/11,12:00 AM,0.63,,,,,0.027,74,8.8,9.2,,1002,,63,,
2/20/11,12:00 AM,0.85,,,,,0.019,79,3.1,161.2,,1004,,63,,
2/21/11,12:00 AM,0.57,,,,,0.021,76,4.1,153.9,,1003,,79,,
2/22/11,12:00 AM,0.4,,,,,0.028,75,3.8,165.2,,1000,,87,,
2/23/11,12:00 AM,0.42,,,,,0.033,74,6.1,215.8,,999,,85,,
2/24/11,12:00 AM,0.51,,,,,0.029,74,3.8,31.7,,1004,,81,,
2/25/11,12:00 AM,0.59,,,,,0.029,72,5.1,27,,1009,,58,,
2/26/11,12:00 AM,0.75,,,,,0.025,75,5.2,166.1,,1002,,71,,
2/27/11,12:00 AM,0.43,,,,,0.035,74,8.7,194.8,,991,,88,,
2/28/11,12:00 AM,0.51,,,,,0.032,75,6.6,181.5,,994,,90,,
3/1/11,12:00 AM,0.39,,,,,0.021,75,3.2,105.4,,1000,,96,,
3/2/11,12:00 AM,0.54,,,,,0.026,76,6.3,183.6,,993,,79,,
3/3/11,12:00 AM,0.53,,,,,0.027,75,5.6,186.9,,1006,,84,,
3/4/11,12:00 AM,1.04,,,,,0.019,77,4.2,128,,1008,,83,,
3/5/11,12:00 AM,3.05,2.8,19.2,16.3,,0.026,78,4,225.6,,1008,,78,,
3/6/11,12:00 AM,1.24,,,,,0.026,77,3.3,8.7,,1005,,81,,
3/7/11,12:00 AM,1.44,,,,,0.017,76,2.3,148.3,,1001,,76,,
3/8/11,12:00 AM,0.47,,,,,0.028,79,4.9,170.6,,1002,,80,,
3/9/11,12:00 AM,0.36,,,,,0.028,79,6.6,156.4,,1001,,90,,
3/10/11,12:00 AM,0.29,,,,,0.04,81,9.5,187.8,,996,,78,,
3/11/11,12:00 AM,0.44,,,,,0.031,78,4.9,170.5,,1006,,64,,
3/12/11,12:00 AM,0.62,,,,,0.023,78,3.7,187.5,,1002,,91,,
3/13/11,12:00 AM,,,,,,,,,,,,,,,
3/14/11,12:00 AM,,,,,,,,,,,,,,,
3/15/11,12:00 AM,0.41,,,,,0.03,77,6.5,171.7,,993,,83,,
3/16/11,12:00 AM,0.48,,,,,0.031,80,6,186.4,,1000,,82,,
3/17/11,12:00 AM,0.55,3.8,19.6,15.7,,0.022,80,3.1,152.7,,1004,,74,,
3/18/11,12:00 AM,0.43,0.8,11.9,11,,0.033,79,4.6,152.8,,996,,74,,
3/19/11,12:00 AM,1.98,2.9,19.8,16.9,,0.026,79,3.1,96.9,,995,,70,,
3/20/11,12:00 AM,0.87,1,11.7,10.6,,0.026,79,5.5,6.8,,990,,74,,
3/21/11,12:00 AM,1.2,5.6,19.3,13.6,,0.022,80,,,,992,,,,
3/22/11,12:00 AM,0.54,1.9,14.2,12.3,,0.029,81,,,,1003,,,,
3/23/11,12:00 AM,,4.6,14.3,9.5,,0.028,79,4.7,82.6,,995,,54,,
3/24/11,12:00 AM,,8.1,25.9,17.7,,0.023,80,4.4,292.4,,986,,64,,
3/25/11,12:00 AM,,0.9,8.2,7.3,,0.037,79,4.7,157,,990,,80,,
3/26/11,12:00 AM,,9.1,24.4,15.2,,0.02,79,3.3,130.2,,990,,88,,
3/27/11,12:00 AM,,0.9,7.3,6.3,,0.029,79,4.2,140,,993,,88,,
3/28/11,12:00 AM,,3.3,14.2,10.8,,0.027,80,5.1,190.1,,1006,,80,,
3/29/11,12:00 AM,0.44,1.8,13.4,11.5,,0.022,80,4.3,171.1,,1004,,92,,
3/30/11,12:00 AM,0.32,1.1,5.8,4.7,,0.018,80,8.9,201.9,,1007,,94,,
3/31/11,12:00 AM,0.32,1.6,6.7,5,,0.02,80,7,213.5,,1008,,85,,
4/1/11,12:00 AM,0.62,4.9,18.3,13.2,,0.022,80,3.7,43,,1001,,96,,
4/2/11,12:00 AM,0.37,0.8,6.9,6.3,,0.032,79,3.9,171.4,,1002,,86,,
4/3/11,12:00 AM,0.41,0.4,6.5,6,,0.031,81,4.2,186.2,,1012,,79,,
4/4/11,12:00 AM,0.5,2.2,15.9,13.7,,0.024,79,5,188.6,,1004,,92,,
4/5/11,12:00 AM,0.33,0.8,6.2,5.3,,0.037,79,7.1,204.3,,1003,,83,,
4/6/11,12:00 AM,0.35,0.8,7.8,6.8,,0.038,78,5.6,180,,999,,82,,
4/7/11,12:00 AM,0.51,2.5,17.2,14.6,,0.023,78,3.2,50.4,,1003,,86,,
4/8/11,12:00 AM,1.76,12.8,33,20.1,,0.012,79,3.5,72.5,,1004,,75,,
4/9/11,12:00 AM,0.57,0.6,7.7,7,,0.031,81,4.5,194.3,,1002,,72,,
4/10/11,12:00 AM,0.37,0.5,6.3,5.7,,0.032,80,5.5,174.6,,1004,,84,,
4/11/11,12:00 AM,0.52,0.9,6.8,5.9,,0.037,79,6.7,222.9,,1010,,70,,
4/12/11,12:00 AM,1.1,8.5,24.1,15.5,,0.019,79,3.9,200.5,,1007,,64,,
4/13/11,12:00 AM,0.64,3,18.4,15.3,,0.025,80,4.8,184.8,,1003,,78,,
4/14/11,12:00 AM,0.39,0.9,9.2,8.3,,0.035,79,5.3,189,,1008,,84,,
4/15/11,12:00 AM,3.39,7.1,27.4,20.2,,0.019,81,3,18.7,,1006,,85,,
4/16/11,12:00 AM,3.18,4.2,17.2,12.9,,0.027,80,4.5,331.1,,1004,,81,,
4/17/11,12:00 AM,1.77,0.6,6.7,6,,0.035,79,3.6,328.7,,1005,,64,,
4/18/11,12:00 AM,1.02,4.7,16.8,12,,0.029,79,3.5,204,,1005,,74,,
4/19/11,12:00 AM,0.7,1.5,12.8,11.2,,0.028,79,3.7,145.2,,1009,,67,,
4/20/11,12:00 AM,0.54,1.8,9.8,7.9,,0.031,79,5.8,11.6,,1002,,69,,
4/21/11,12:00 AM,0.46,1.2,7.8,6.5,,0.035,81,3.9,133.5,,1007,,69,,
4/22/11,12:00 AM,0.9,3.3,14.5,11.1,,0.029,79,5.4,1.5,,1009,,70,,
4/23/11,12:00 AM,1.76,4.1,21.7,17.6,,0.026,79,4.5,339.2,,1000,,56,,
4/24/11,12:00 AM,0.41,0.2,5.1,4.9,,0.035,79,4.5,182.1,,998,,81,,
4/25/11,12:00 AM,0.37,2.2,10.7,8.4,,0.03,79,5.4,198.5,,996,,89,,
4/26/11,12:00 AM,0.34,0.8,6.3,5.4,,0.033,80,4.1,209.5,,1007,,75,,
4/27/11,12:00 AM,0.42,1.1,8.9,7.7,,0.032,79,5.9,182.9,,1005,,83,,
4/28/11,12:00 AM,0.38,1.4,8.7,7.2,,0.034,79,5.1,197.5,,1006,,77,,
4/29/11,12:00 AM,0.53,4,16.7,12.7,,0.026,79,2.9,208.6,,1015,,73,,
4/30/11,12:00 AM,0.87,1.3,8.9,7.5,,0.029,80,3.8,102.9,,1019,,74,,
5/1/11,12:00 AM,2.35,3.1,16.5,13.3,,0.026,80,3.2,23,,1014,,63,,
5/2/11,12:00 AM,,,,,,0.027,80,4.6,202.4,,1010,,77,,
5/3/11,12:00 AM,,,,,,0.033,81,4,135.3,,1019,,70,,
5/4/11,12:00 AM,1.45,4,19.5,15.4,,0.024,80,4.5,357.4,,1015,,65,,
5/5/11,12:00 AM,0.62,0.8,11.9,11,,0.029,80,3.5,197.9,,1008,,82,,
5/6/11,12:00 AM,0.34,0.4,6.1,5.6,,0.034,80,4,195.1,,1003,,84,,
5/7/11,12:00 AM,0.36,0.6,5.8,5.1,,0.034,80,4.7,167.2,,998,,80,,
5/8/11,12:00 AM,0.93,0.7,5.9,5,,0.033,80,3.8,21.6,,1002,,76,,
5/9/11,12:00 AM,2.77,7.5,23.7,16.2,,0.018,81,2.8,18,,1008,,77,,
5/10/11,12:00 AM,0.55,1.5,10.4,8.8,,0.028,78,2.8,189.2,,1005,,74,,
5/11/11,12:00 AM,0.39,1.1,11.4,10.1,,0.03,76,3.8,187.3,,1001,,90,,
5/12/11,12:00 AM,0.49,2.3,12.8,10.4,,0.027,76,4.4,196,,1011,,67,,
5/13/11,12:00 AM,0.64,2.7,13.4,10.6,,0.024,76,5.8,25.5,,1006,,66,,
5/14/11,12:00 AM,1.49,1.7,11.3,9.5,,0.03,76,5.4,17.5,,996,,71,,
5/15/11,12:00 AM,0.4,0.3,4.7,4.2,,0.031,77,4.3,200.4,,992,,91,,
5/16/11,12:00 AM,0.43,1.3,7.1,5.7,,0.032,76,5.6,196.1,,999,,75,,
5/17/11,12:00 AM,0.95,5.7,16,10.3,,0.027,76,5.6,17.1,,996,,71,,
5/18/11,12:00 AM,0.73,1.4,8.3,6.8,,0.039,76,5.9,31.3,,1002,,50,,
5/19/11,12:00 AM,1.22,3.7,15.2,11.4,,0.032,77,4.3,17.9,,1007,,53,,
5/20/11,12:00 AM,1.67,8.1,23.1,14.9,,0.028,76,3.6,7.8,,1007,,55,,
5/21/11,12:00 AM,0.44,0.9,10.3,9.3,,0.023,77,2,151.5,,1007,,82,,
5/22/11,12:00 AM,1.15,0.5,9.2,8.6,,0.031,76,3.3,231.5,,1006,,74,,
5/23/11,12:00 AM,0.78,2.6,15.7,13.1,,0.028,76,2.4,57.1,,1006,,68,,
5/24/11,12:00 AM,0.37,0.6,9,8.3,,0.034,76,2.8,123.8,,1005,,66,,
5/25/11,12:00 AM,0.85,3,14.6,11.4,,0.023,76,3.8,223.7,,998,,86,,
5/26/11,12:00 AM,0.34,0.9,6.2,5.3,,0.031,76,5.3,197.7,,1001,,76,,
5/27/11,12:00 AM,0.42,0.8,5.9,5,,0.032,77,4.5,186.1,,1001,,74,,
5/28/11,12:00 AM,1.14,1.3,7.4,6,,0.031,76,5,308,,1002,,69,,
5/29/11,12:00 AM,0.74,0.6,5.9,5.2,,0.028,76,2.9,174.2,,1002,,70,,
5/30/11,12:00 AM,0.71,0.4,5.3,4.8,,0.034,76,3.7,233.5,,1001,,65,,
5/31/11,12:00 AM,1.13,7.6,19.2,11.5,,0.021,,,,,,,,,
6/1/11,12:00 AM,0.42,2.1,12.1,9.9,,0.022,,,,,,,,,
6/2/11,12:00 AM,0.52,1.3,9.9,8.6,,0.024,77,4.4,198.4,52.3,1004,,80,,
6/3/11,12:00 AM,1.06,3.2,12,8.7,,0.027,76,6.4,10.2,57.6,1006,,69,,
6/4/11,12:00 AM,1.5,2.8,13.9,10.9,,0.025,76,5.6,359.6,63.7,1004,,64,,
6/5/11,12:00 AM,8.28,10.8,33.6,22.7,,0.014,76,3.2,329.2,64.5,1002,,58,,
6/6/11,12:00 AM,0.72,1.7,9.9,8.1,,0.028,76,3.9,213.9,61.4,1001,,73,,
6/7/11,12:00 AM,0.37,0.7,8.5,7.7,,0.026,76,4.7,177.6,54.6,1004,,81,,
6/8/11,12:00 AM,0.42,1.2,9,7.7,,0.022,78,3.1,181.3,56,1007,,80,,
6/9/11,12:00 AM,0.86,,,,,0.023,76,2.8,178.4,59.5,1009,,73,,
6/10/11,12:00 AM,0.77,1.2,10.2,9,,0.022,76,3.1,239.7,56.9,1006,,78,,
6/11/11,12:00 AM,1.86,2.2,12.7,10.4,,0.028,76,3.6,4.4,57.1,1002,,69,,
6/12/11,12:00 AM,0.83,1.4,7.1,5.6,,0.032,76,3.8,235.6,59,1000,,69,,
6/13/11,12:00 AM,0.31,1,5.5,4.4,,0.025,76,5.7,201.4,58.8,1005,,78,,
6/14/11,12:00 AM,0.57,1,5.8,4.7,,0.026,77,3.9,215.2,55.3,1012,,74,,
